,player_id,total_sessions,total_events,total_revenue,purchase_events,first_country,days_since_first_session,ltv_target,will_pay_in_future,historical_payer
562,B165618B113A0507,2,6,0.0002,1,DZ,64,0.0,0,1
563,90D7DF1992778F4B,1,4,0.0,0,VE,63,0.0,0,0
564,e62283e3-4837-4cdc-866d-d956e98e51c0,2,11,0.0,0,IQ,63,0.0,0,0
565,77E3207A7B0B58D1,4,66,0.007200000000000001,14,PE,64,0.0,0,1
566,6E84A00D53C6EE42,2,20,0.020900000000000002,6,CA,65,0.0,0,1
567,D113A3BF71B3FCB8,3,36,0.0042,5,NI,65,0.0,0,1
568,B90164EF53AA1E82,4,37,0.09739999999999999,11,US,65,0.0,0,1
569,1209cab8-83c1-4876-bb42-17250ac851ff,2,2,0.0,0,IQ,63,0.0,0,0
570,64FA39F2297A0A04,3,28,0.0102,2,BR,63,0.0,0,1
571,e73d76a5-f28a-46c0-bdd8-949e4939359a,1,3,0.0,0,SL,64,0.0,0,0
572,C2E893F61C17633B,2,6,0.0,0,US,65,0.0,0,0
573,5db22a92-1ae7-4223-92ca-d4f86085a02f,1,1,0.0,0,NI,65,0.0,0,0
574,5A82B34D34705863,1,6,0.4803,2,US,63,0.0,0,1
575,dc4c19a5-cc82-4afd-8788-4e4906263b12,2,2,0.0,0,IN,65,0.0,0,0
576,702AC487A7E8BEB9,11,25,0.0,0,PH,64,0.0,0,0
577,7e8a8076-9470-4ae5-9e9c-dd7ad19bd9ce,1,1,0.0,0,DZ,63,0.0,0,0
578,1CC01FF9A990D201,2,2,0.0,0,US,65,0.0,0,0
579,33271262-ac3c-4eed-a250-fb4c0e1f7869,5,17,0.0,0,CI,63,0.0,0,0
580,708B8D63DD9D7AC2,3,25,0.0,0,MA,65,0.0,0,0
581,52B96B4F85F8601C,2,5,0.0,0,IN,63,0.0,0,0
582,C220E59E8825C682,4,26,0.0,0,US,65,0.0,0,0
583,AFCF5DDBA1FF6B36,2,18,0.0011,3,DZ,65,0.0,0,1
584,f9dd6e3b-6a9a-44b6-b37b-812dfd225d02,2,2,0.0,0,IQ,63,0.0,0,0
585,C9DFF980F10E99FD,5,36,0.0,0,PH,63,0.0,0,0
586,AFC914637D117645,2,4,0.0,0,DZ,65,0.0,0,0
587,97149B9D1DFF3E68,4,15,0.0,0,US,65,0.0,0,0
588,016b5773-237f-4e97-a11f-bf8eeed65fd0,1,24,0.0,0,DZ,63,0.0,0,0
589,2E9FFD6CF280179,2,22,0.0,0,US,65,0.0,0,0
590,D384B4A5E3E0269F,2,7,0.0079,2,BR,64,0.0,0,1
591,E1FC0C2CE3FDF525,2,5,0.0,0,VE,63,0.0,0,0
592,963027555A81B63E,2,6,0.0002,1,IN,65,0.0,0,1
593,C8B5C9B604640F9A,2,4,0.0,0,BR,65,0.0,0,0
594,564266481115DCBC,1,3,0.0,0,JP,63,0.0,0,0
595,67ee5ef8-b524-49eb-b3f2-f946701e495a,1,5,0.0,0,DZ,63,0.0,0,0
596,C628D94A3383109A,1,4,0.0,0,DZ,64,0.0,0,0
597,E45039062582674E,2,29,0.037700000000000004,8,ES,64,0.0,0,1
598,B4965CC3EAAF1ABD,2,2,0.0,0,PH,64,0.0,0,0
599,E1AE8869D4C1EE97,1,1,0.0,0,DE,63,0.0,0,0
600,C7F29CA0AB45F406,1,1,0.0,0,GN,65,0.0,0,0
601,e9d91a00-568a-41e6-bf29-c61e8454e64a,1,1,0.0,0,IN,65,0.0,0,0
602,560E5500F0445EA2,2,6,0.0,0,BB,65,0.0,0,0
603,6811CB147E9F4CB2,1,2,0.0,0,GB,65,0.0,0,0
604,D52D8CBE892416A6,3,11,0.0,0,DO,63,0.0,0,0
605,d614e71a-c887-4a00-aac5-2309632c98fc,1,1,0.0,0,BR,64,0.0,0,0
606,DA420DB39294C4E7,1,1,0.0,0,PK,65,0.0,0,0
607,152A2C725BF56567,1,5,0.0,0,US,63,0.0,0,0
608,A97B4DFA28A1719A,14,65,0.0,0,DZ,65,0.0,0,0
609,A504DF3189AA356C,1,12,0.0295,3,DE,65,0.0,0,1
610,B6D54ED323269A41,1,5,0.0,0,US,64,0.0,0,0
611,6B3C61CEF431646A,2,23,0.0205,7,US,65,0.0,0,1
612,FC92FFBB5776CA86,1,7,0.0,0,FR,63,0.0,0,0
613,961EC3518B090EEC,1,31,0.0096,5,ID,65,0.0,0,1
614,A2BAA38B959220AB,1,16,0.0,0,US,65,0.0,0,0
615,a8bffb93-9420-4f41-9613-dc8da1f4842c,9,78,0.0,0,DZ,65,0.0,0,0
616,28123D63579EFD4F,2,6,0.0017,1,ML,63,0.0,0,1
617,DD036FDD20C5E536,1,13,0.0,0,IQ,65,0.0,0,0
618,CFFF699CD8B37B62,2,10,0.028000000000000004,3,CA,65,0.0,0,1
619,222EDE39F429C6AE,2,22,0.30169999999999997,6,US,65,0.0,0,1
620,13F08C8C2AAE74D0,3,13,0.0,0,JP,65,0.0,0,0
621,3E88180BFB01CAB3,2,7,0.0,0,CO,64,0.0,0,0
622,70342600C82275C6,4,5,0.0,0,GR,64,0.0,0,0
623,AF65F292E876F4A5,3,14,0.0017000000000000001,2,NG,63,0.0,0,1
624,E2DDD34E2918076F,3,5,0.0,0,US,64,0.0,0,0
625,363F4D981FC4A7C2,1,6,0.0073,1,FR,65,0.0,0,1
626,B88AA6CC086B9E2C,1,6,0.0008,2,VN,64,0.0,0,1
627,6776E052646E52BB,1,10,0.0014,1,PA,65,0.0,0,1
628,12C5356EB4E8B4CE,4,10,0.0,0,US,63,0.0,0,0
629,4F7360C3282E4CE4,2,6,0.0,0,US,65,0.0,0,0
630,558E814700D0D522,4,40,0.0034999999999999996,3,BR,65,0.0,0,1
631,B87E3E940892A155,8,18,0.1024,3,AU,65,0.0,0,1
632,97DFC695CD12369B,1,2,0.0,0,LC,65,0.0,0,0
633,a1143fe1-b6a3-47bb-8705-a74553752f08,1,1,0.0,0,US,64,0.0,0,0
634,6EB3438A0CC920BB,1,5,0.0,0,DZ,63,0.0,0,0
635,e429ad9a-6987-414e-b16a-7917f47f5ac6,11,166,0.0,0,TZ,63,0.0,0,0
636,3EB2D38D2E819CC8,3,74,0.7158,19,US,64,0.0,0,1
637,7BBC6E8099A2B223,2,20,0.0,0,SA,65,0.0,0,0
638,E63DB4E502F1DD9F,1,24,0.5072,4,US,65,0.0,0,1
639,5E0ECFA1A3271DE0,1,16,0.0042,5,US,64,0.0,0,1
640,1FCE2F1EA13A2076,1,4,0.0,0,GB,64,0.0,0,0
641,AD36225BAD04C315,3,4,0.0,0,US,65,0.0,0,0
642,D3B281F2E71A5336,4,25,0.0,0,DZ,65,0.0,0,0
643,8C19E68E2B08DF59,1,6,0.001,2,IN,64,0.0,0,1
644,741265af-8f40-4a7d-bf39-9b2014eb1651,1,1,0.0,0,IQ,64,0.0,0,0
645,83DA7581E39A7CE4,2,4,0.0,0,MX,63,0.0,0,0
646,322385854039BB07,1,1,0.0,0,GB,64,0.0,0,0
647,CD6F8CC6FA3C5D3,3,6,0.0,0,AU,63,0.0,0,0
648,9238af67-6844-445b-a9f1-da911912d003,2,2,0.0,0,VE,65,0.0,0,0
649,17B33CFDEBA9274B,5,9,0.0,0,CO,63,0.0,0,0
650,1AC085942E391464,2,5,0.0,0,AU,64,0.0,0,0
